Filename,Count,CatchQuantity,CatchRecoverability,CatchSLOC,FlowHandlingActions,FlowHandlingStrategy,FlowQuantity,Invoked Methods,Try Quantity,5,TrySLOC
PreemptionResourceRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
PreemptionMessagePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
PreemptionMessage.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
PreemptionManager.java,0,0,0,0,0,0.0,0.0,39.0,6,7.0,79
PreemptionContractPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PreemptionContract.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
PreemptionContainerPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PreemptionContainer.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PreemptionCandidatesSelector.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PreemptableResourceScheduler.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PreemptableResourceCalculator.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
PreemptableQueue.java,0,0,0,0,0,2.0,0.0,0.0,0,3.0,0
PreconditionException.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
PortScanner.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
PortProbe.java,205,1,0,5,1,0.0,1.0,11.0,1,1.0,16
PopularTagsIterator.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PluginStoreTestUtils.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
PlanView.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PlanQueue.java,89,1,1,3,1,0.0,1.0,13.0,2,6.0,40
PlanningQuotaException.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
PlanningException.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PlanningAlgorithm.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
Planner.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PlanFollower.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
PlanEdit.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PlanContext.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
Plan.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PlacementType.java,0,0,0,0,0,5.0,0.0,0.0,0,8.0,0
PlacementSpec.java,143,1,1,3,1,0.0,1.0,22.0,1,7.0,22
PlacementScope.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
PlacementRule.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PlacementPolicy.java,0,0,0,0,0,1.0,0.0,0.0,0,7.0,0
PlacementManager.java,0,0,0,0,0,0.0,0.0,4.0,2,4.0,22
PlacementFactory.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PlacementDispatcher.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PlacementConstraintTransformations.java,0,0,0,0,0,1.0,0.0,0.0,0,9.0,0
PlacementConstraintToProtoConverter.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PlacementConstraintsUtil.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
PlacementConstraints.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PlacementConstraintProcessor.java,150,1,1,3,1,0.0,1.0,1.0,1,7.0,6
PlacementConstraintParser.java,442,3,2,9,3,0.0,3.0,4.0,3,8.0,19
PlacementConstraintParseException.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PlacementConstraintManagerService.java,0,0,0,0,0,1.0,0.0,0.0,0,9.0,0
PlacementConstraintManager.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PlacementConstraintFromProtoConverter.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PlacementConstraint.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
PlacementConstraint.java,0,0,0,0,0,1.0,0.0,0.0,0,9.0,0
PlacedSchedulingRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PersistentConfigurationStoreBaseTest.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
PerNodeTimelineCollectorsAuxService.java,175,1,0,4,1,0.0,1.0,6.0,1,4.0,13
PerNodeAggTimelineCollectorMetrics.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
Permission.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PeriodicRLESparseResourceAllocation.java,0,0,0,0,0,1.0,0.0,9.0,1,4.0,21
PeriodGroupsMapping.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PerGpuUtilizations.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
PerGpuTemperature.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PerGpuMemoryUsage.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
PerGpuDeviceInformation.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PercentageQueueCapacityCalculator.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PendingAskUpdateResult.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
PendingAsk.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
PatternValidator.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
PathWithFileStatus.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PassThroughRMAdminRequestInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PassThroughRESTRequestInterceptor.java,0,0,0,0,0,3.0,0.0,0.0,0,8.0,0
PassThroughRequestInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
PassThroughClientRequestInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
PassThroughClientRequestInterceptor.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PartitionResourcesInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
PartitionQueueMetrics.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
PartitionQueueCapacitiesInfo.java,0,0,0,0,0,9.0,0.0,0.0,0,9.0,0
PartitionInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
ParentQueue.java,576,4,3,15,4,1.0,4.0,273.0,26,9.0,654
Params.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
ParameterizedSchedulerTestBase.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,4.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,2.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,5.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
package-info.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
OutboundBandwidthResourceHandler.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
OrderingPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
OpportunisticSchedulerMetrics.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
OpportunisticContainersStatusPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
OpportunisticContainersStatus.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
OpportunisticContainersQueuePolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
OpportunisticContainerContext.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
OpportunisticContainerAllocatorAMService.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
OpportunisticContainerAllocator.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
OnFailureRestartPolicy.java,0,0,0,0,0,6.0,0.0,0.0,0,3.0,0
OfflineAggregationWriter.java,0,0,0,0,0,7.0,0.0,0.0,0,7.0,0
OfflineAggregationInfo.java,0,0,0,0,0,9.0,0.0,0.0,0,2.0,0
OCIContainerRuntime.java,266,3,3,9,3,9.0,3.0,12.0,3,4.0,25
NvidiaGPUPluginForRuntimeV2.java,627,5,1,19,5,0.0,4.0,35.0,4,4.0,70
NvidiaDockerV2CommandPlugin.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
NvidiaDockerV1CommandPlugin.java,361,2,2,8,2,8.0,1.0,26.0,1,0.0,48
NvidiaBinaryHelper.java,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0
NumericValueConverter.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
NumaResourceHandlerImpl.java,213,2,2,6,2,3.0,2.0,2.0,2,5.0,11
NumaResourceAllocator.java,442,4,4,13,4,3.0,4.0,13.0,4,3.0,30
NumaResourceAllocation.java,0,0,0,0,0,5.0,0.0,0.0,0,6.0,0
NumaNodeResource.java,0,0,0,0,0,5.0,0.0,0.0,0,3.0,0
NullTask.java,0,0,0,0,0,8.0,0.0,0.0,0,2.0,0
NullRMStateStore.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
NullRMNodeLabelsManager.java,0,0,0,0,0,8.0,0.0,0.0,0,1.0,0
NullApplicationHistoryStore.java,0,0,0,0,0,8.0,0.0,0.0,0,3.0,0
Null.java,0,0,0,0,0,9.0,0.0,0.0,0,7.0,0
NotFoundException.java,0,0,0,0,0,9.0,0.0,0.0,0,7.0,0
NoOverCommitPolicy.java,257,1,1,3,1,5.0,1.0,10.0,1,5.0,15
NoOpTimelineWriterImpl.java,0,0,0,0,0,7.0,0.0,0.0,0,2.0,0
NoOpTimelineReaderImpl.java,0,0,0,0,0,4.0,0.0,0.0,0,0.0,0
NoOpSystemMetricPublisher.java,0,0,0,0,0,2.0,0.0,0.0,0,9.0,0
NoneContainerLogAggregationPolicy.java,0,0,0,0,0,7.0,0.0,0.0,0,5.0,0
NonAppendableFSNodeLabelStore.java,114,1,0,3,1,2.0,1.0,15.0,3,3.0,30
NonAggregatingLogHandler.java,982,8,1,26,8,0.0,7.0,14.0,7,0.0,46
NoDocumentFoundException.java,0,0,0,0,0,9.0,0.0,0.0,0,8.0,0
NodeUpdateType.java,0,0,0,0,0,2.0,0.0,0.0,0,1.0,0
NodeUpdateSchedulerEvent.java,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0
NodeUnpublishVolumeResponsePBImpl.java,0,0,0,0,0,3.0,0.0,0.0,0,1.0,0
NodeUnpublishVolumeResponse.java,0,0,0,0,0,5.0,0.0,0.0,0,9.0,0
NodeUnpublishVolumeRequestProtoTranslator.java,0,0,0,0,0,9.0,0.0,0.0,0,1.0,0
NodeUnpublishVolumeRequestPBImpl.java,0,0,0,0,0,3.0,0.0,0.0,0,5.0,0
NodeUnpublishVolumeRequest.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
NodeType.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
NodeToLabelsInfo.java,0,0,0,0,0,7.0,0.0,0.0,0,4.0,0
NodeToLabelsEntryList.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
NodeToLabelsEntry.java,0,0,0,0,0,6.0,0.0,0.0,0,3.0,0
NodeToLabelOp.java,0,0,0,0,0,6.0,0.0,0.0,0,2.0,0
NodeToAttributeValuePBImpl.java,0,0,0,0,0,1.0,0.0,0.0,0,6.0,0
NodeToAttributeValue.java,0,0,0,0,0,5.0,0.0,0.0,0,1.0,0
NodeToAttributesPBImpl.java,0,0,0,0,0,7.0,0.0,0.0,0,6.0,0
NodeToAttributes.java,0,0,0,0,0,3.0,0.0,0.0,0,3.0,0
NodeTimelineCollectorManager.java,906,6,3,21,6,5.0,6.0,33.0,6,5.0,71
NodesToAttributesMappingResponsePBImpl.java,0,0,0,0,0,6.0,0.0,0.0,0,7.0,0
NodesToAttributesMappingResponse.java,0,0,0,0,0,9.0,0.0,0.0,0,1.0,0
NodesToAttributesMappingRequestPBImpl.java,0,0,0,0,0,6.0,0.0,0.0,0,9.0,0
NodesToAttributesMappingRequest.java,0,0,0,0,0,3.0,0.0,0.0,0,2.0,0
NodeStatusUpdaterImpl.java,1825,11,4,42,11,6.0,10.0,92.0,10,7.0,228
NodeStatusUpdater.java,0,0,0,0,0,9.0,0.0,0.0,0,0.0,0
NodeStatusPBImpl.java,0,0,0,0,0,3.0,0.0,0.0,0,3.0,0
NodeStatus.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
NodeState.java,0,0,0,0,0,7.0,0.0,0.0,0,1.0,0
NodesPage.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
NodesPage.java,0,0,0,0,0,3.0,0.0,0.0,0,9.0,0
NodesListManagerEventType.java,0,0,0,0,0,2.0,0.0,0.0,0,7.0,0
NodesListManagerEvent.java,0,0,0,0,0,2.0,0.0,0.0,0,9.0,0
NodesListManager.java,501,5,2,17,5,9.0,3.0,15.0,3,2.0,46
NodesInfo.java,0,0,0,0,0,2.0,0.0,0.0,0,1.0,0
