CatchAndDoNothing,CatchAndReturnNull,CatchLOC,CatchQuantity,CatchRecoverability,CatchSLOC,DummyCatch,ExceptionHandlingStrategy,FlowHandlingActions,FlowQuantity,IncompleteImplementation,Invoked Methods,LogAndThrow,OverCatch,ThrowKitchenSink,Try Quantity,5,TrySLOC
0.0,6.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,3.0,2.0,0,4.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,5.0,6.0,0,9.0,0
104.0,9.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,4.0,7.0,0,3.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,3.0,0,8.0,0
0.0,4.0,99,1,1,3,1,0.0,1,1.0,0.0,2.0,0.0,4.0,3.0,1,5.0,5
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,9.0,0,7.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,8.0,0,0.0,0
0.0,2.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,1.0,4.0,0.0,0,3.0,0
3.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,4.0,0,5.0,0
312.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,3.0,0,1.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,2.0,0,1.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,3.0,0,1.0,0
0.0,0.0,734,3,3,9,3,0.0,3,3.0,0.0,3.0,6.0,9.0,9.0,3,6.0,24
189.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,4.0,0,2.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,7.0,0,1.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,3.0,0,2.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,1.0,0,1.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,4.0,0,4.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0
13.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,2.0,0,6.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,9.0,0
0.0,1.0,204,1,0,3,1,0.0,1,1.0,0.0,20.0,0.0,1.0,6.0,1,6.0,31
0.0,6.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,5.0,4.0,0,3.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,8.0,0,9.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,7.0,0,0.0,0
14.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,6.0,0,9.0,0
4.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,5.0,0,0.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,7.0,0,9.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,5.0,0,5.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,5.0,4.0,0,4.0,0
62.0,5.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,2.0,9.0,0,9.0,0
14.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,0.0,0,5.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,1.0,0,3.0,0
0.0,2.0,481,2,0,11,1,0.0,2,2.0,0.0,34.0,0.0,3.0,9.0,2,5.0,65
13.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,8.0,0,1.0,0
0.0,5.0,138,1,0,5,0,0.0,1,1.0,0.0,3.0,1.0,8.0,4.0,1,4.0,7
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,4.0,0,7.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,4.0,0,5.0,0
4.0,2.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,7.0,1.0,0,6.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,1.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,16.0,1.0,3.0,2.0,5,7.0,44
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,1.0,0,8.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,5.0,0,0.0,0
153.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,1.0,0,3.0,0
0.0,8.0,78,1,0,2,1,0.0,1,1.0,0.0,2.0,6.0,0.0,5.0,1,2.0,6
0.0,8.0,248,1,0,4,0,0.0,1,1.0,0.0,6.0,0.0,2.0,0.0,1,3.0,9
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,3.0,0,9.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,7.0,0,6.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,6.0,0,7.0,0
28.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,9.0,0,8.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,3.0,0,1.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0,1.0,0
10.0,4.0,164,1,1,3,1,0.0,1,1.0,0.0,2.0,6.0,0.0,4.0,1,2.0,6
3.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,2.0,0,5.0,0
0.0,8.0,264,2,2,6,2,0.0,2,2.0,0.0,9.0,1.0,9.0,4.0,1,1.0,15
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,9.0,0,3.0,0
0.0,5.0,941,4,1,13,3,0.0,4,3.0,0.0,17.0,1.0,1.0,8.0,4,1.0,44
15.0,3.0,440,4,1,19,2,2.0,4,4.0,0.0,16.0,0.0,3.0,2.0,6,7.0,41
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,4.0,0,0.0,0
0.0,7.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,5.0,8.0,0,9.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,4.0,0,2.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,3.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,5.0,0,9.0,0
0.0,3.0,541,7,0,17,7,0.0,7,7.0,0.0,18.0,0.0,7.0,2.0,7,7.0,54
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,6.0,0,2.0,0
0.0,6.0,0,0,0,0,0,6.0,0,0.0,0.0,0.0,1.0,0.0,5.0,0,1.0,0
0.0,4.0,189,1,0,2,1,0.0,1,1.0,0.0,34.0,6.0,8.0,0.0,2,5.0,72
0.0,7.0,1370,15,0,48,11,0.0,15,13.0,0.0,101.0,6.0,9.0,0.0,13,9.0,198
0.0,5.0,134,2,0,4,2,0.0,2,2.0,0.0,10.0,6.0,5.0,4.0,3,7.0,60
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,2.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0
0.0,7.0,2201,4,4,26,0,5.0,4,2.0,0.0,63.0,1.0,8.0,7.0,2,1.0,68
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,8.0,0,3.0,0
122.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,4.0,0,1.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,6.0,0,2.0,0
0.0,1.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,5.0,8.0,0,8.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,4.0,0,2.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,3.0,0,2.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0,7.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,8.0,0,8.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,6.0,0,0.0,0
0.0,0.0,94,1,1,3,1,0.0,1,1.0,0.0,1.0,6.0,2.0,9.0,1,3.0,5
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,6.0,0,8.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,3.0,8.0,0,0.0,0
16.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,6.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,8.0,0,2.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,6.0,0,1.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,39.0,6.0,8.0,7.0,6,7.0,79
28.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,8.0,0,5.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,2.0,0,3.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,5.0,0,5.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,8.0,0,9.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0,9.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,4.0,0,5.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,2.0,0,1.0,0
0.0,8.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,7.0,7.0,0,3.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,2.0,0,7.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,5.0,0,6.0,0
0.0,7.0,205,1,0,5,0,0.0,1,1.0,0.0,11.0,0.0,2.0,8.0,1,1.0,16
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,6.0,0,0.0,0
0.0,3.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,9.0,5.0,0,8.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,4.0,0,5.0,0
22.0,8.0,89,1,1,3,1,0.0,1,1.0,0.0,13.0,0.0,6.0,9.0,2,6.0,40
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,1.0,0,2.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,8.0,0,5.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,2.0,0,9.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,5.0,0,0.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,3.0,0,2.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,1.0,0,8.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,6.0,0,8.0,0
4.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,8.0,0
0.0,1.0,0,0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,7.0,8.0,0,8.0,0
0.0,1.0,143,1,1,3,1,0.0,1,1.0,0.0,22.0,1.0,6.0,9.0,1,7.0,22
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,4.0,0,2.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,5.0,0,5.0,0
0.0,3.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,9.0,7.0,0,7.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,4.0,6.0,4.0,4.0,2,4.0,22
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,5.0,0
5.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,3.0,0,9.0,0
0.0,5.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,9.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0,9.0,0
103.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,0.0,0,7.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0
0.0,7.0,150,1,1,3,1,0.0,1,1.0,0.0,1.0,6.0,1.0,5.0,1,7.0,6
0.0,3.0,442,3,2,9,3,0.0,3,3.0,0.0,4.0,0.0,0.0,6.0,3,8.0,19
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,6.0,0,0.0,0
0.0,8.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,2.0,2.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,9.0,0,5.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,1.0,0,8.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,4.0,0
0.0,9.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,7.0,6.0,0,9.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5.0,0
0.0,9.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,0.0,8.0,0,5.0,0
0.0,1.0,175,1,0,4,0,0.0,1,1.0,0.0,6.0,0.0,5.0,7.0,1,4.0,13
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,2.0,0,8.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0,8.0,0
0.0,9.0,0,0,0,0,0,1.0,0,0.0,0.0,9.0,0.0,7.0,6.0,1,4.0,21
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,8.0,0,0.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,8.0,0,1.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0
20.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,5.0,0,3.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,7.0,6.0,0,9.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,8.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,6.0,0,1.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,7.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,5.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,8.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0
0.0,1.0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,1.0,7.0,0.0,0,8.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,2.0,0,4.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,9.0,0,0.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,9.0,0,8.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,9.0,0,8.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,5.0,0.0,0,9.0,0
0.0,5.0,0,0,0,0,0,9.0,0,0.0,0.0,0.0,6.0,2.0,7.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,4.0,1.0,0,3.0,0
1.0,3.0,576,4,3,15,2,1.0,4,4.0,0.0,273.0,0.0,6.0,6.0,26,9.0,654
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,2.0,0,6.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,8.0,0,5.0,0
9.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,4.0,0,4.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,6.0,0,9.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,9.0,0,8.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,7.0,0,3.0,0
16.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,4.0,6.0,0,4.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,4.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,9.0,0.0,0,8.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,4.0,0,0.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,2.0,0,0.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,8.0,0,4.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0,5.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,2.0,9.0,0,5.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,5.0,0,3.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,4.0,0,8.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,3.0,2.0,0,0.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,6.0,0,2.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,9.0,0,9.0,0
28.0,3.0,0,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,8.0,7.0,0,5.0,0
14.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,1.0,9.0,0,3.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,6.0,0,4.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0,9.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,5.0,0,9.0,0
0.0,4.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,8.0,7.0,0,8.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,3.0,0,8.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,8.0,0.0,0,7.0,0
0.0,9.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0,6.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,3.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,5.0,0,3.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0,7.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,5.0,0,2.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,4.0,0.0,0,7.0,0
0.0,8.0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,5.0,5.0,0,9.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,5.0,0,0.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,2.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,7.0,0,2.0,0
104.0,4.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,2.0,0,8.0,0
0.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,5.0,0,8.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0,3.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,6.0,0,8.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,4.0,0
15.0,5.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,6.0,3.0,0,5.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,3.0,0,5.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,5.0,0,1.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,4.0,0,5.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,6.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,6.0,4.0,0,9.0,0
0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,6.0,9.0,3.0,0,5.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,8.0,0,4.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,8.0,7.0,0,1.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0,0.0,0
10.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,2.0,0,3.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,6.0,0,9.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,9.0,9.0,0,5.0,0
0.0,0.0,0,0,0,0,0,5.0,0,0.0,0.0,0.0,1.0,5.0,2.0,0,8.0,0
1.0,6.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,4.0,0,2.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,4.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,6.0,7.0,4.0,0,1.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0,2.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,4.0,6.0,5.0,0,8.0,0
4.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,6.0,3.0,0.0,0,8.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,0.0,2.0,0,0.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,2.0,7.0,0,7.0,0
0.0,2.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,7.0,4.0,0,0.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,9.0,7.0,0,3.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,6.0,5.0,7.0,0,5.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,4.0,8.0,0,2.0,0
152.0,5.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,6.0,0.0,0,0.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,0.0,4.0,0,4.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,2.0,2.0,0,7.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,8.0,8.0,0,0.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,5.0,9.0,0,0.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,3.0,0.0,7.0,0,1.0,0
0.0,1.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,7.0,9.0,1.0,0,2.0,0
2.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,1.0,1.0,0,1.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,5.0,9.0,3.0,0,4.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,6.0,5.0,0,7.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,7.0,1.0,0,4.0,0
0.0,6.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,3.0,5.0,2.0,0,0.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,7.0,1.0,8.0,0,0.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,4.0,5.0,2.0,0,0.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,0.0,1.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,3.0,9.0,1.0,0,2.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,5.0,3.0,0,1.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,5.0,0.0,6.0,0,2.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,7.0,8.0,0,0.0,0
